sensor_event_id,event_timestamp,machine_id,sensor_type,measurement_unit,degradation_status,degradation_slope,degradation_score,degradation_signal_flag,degradation_reason
EH-000118,2026-01-04 12:00:00+00:00,MACH-01-02-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000125,2026-01-04 02:00:00+00:00,MACH-02-01-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,recent_critical_breach
EH-000144,2026-01-04 12:00:00+00:00,MACH-03-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000128,2026-01-04 12:00:00+00:00,MACH-02-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000108,2026-01-03 12:00:00+00:00,MACH-03-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000107,2026-01-03 02:00:00+00:00,MACH-03-02-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000074,2026-01-03 12:00:00+00:00,MACH-01-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000110,2026-01-04 12:00:00+00:00,MACH-01-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000092,2026-01-03 12:00:00+00:00,MACH-02-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000064,2026-01-02 12:00:00+00:00,MACH-03-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000100,2026-01-03 12:00:00+00:00,MACH-03-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000134,2026-01-04 12:00:00+00:00,MACH-03-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000036,2026-01-01 12:00:00+00:00,MACH-03-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000116,2026-01-04 12:00:00+00:00,MACH-01-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000132,2026-01-04 12:00:00+00:00,MACH-02-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000038,2026-01-02 12:00:00+00:00,MACH-01-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000063,2026-01-02 02:00:00+00:00,MACH-03-01-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000099,2026-01-03 02:00:00+00:00,MACH-03-01-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000136,2026-01-04 12:00:00+00:00,MACH-03-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000114,2026-01-04 12:00:00+00:00,MACH-01-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000130,2026-01-04 12:00:00+00:00,MACH-02-02-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000112,2026-01-04 12:00:00+00:00,MACH-01-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000035,2026-01-01 02:00:00+00:00,MACH-03-02-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000115,2026-01-04 02:00:00+00:00,MACH-01-02-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000142,2026-01-04 12:00:00+00:00,MACH-03-02-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,recent_critical_breach
EH-000113,2026-01-04 02:00:00+00:00,MACH-01-01-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000124,2026-01-04 12:00:00+00:00,MACH-02-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000111,2026-01-04 02:00:00+00:00,MACH-01-01-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000140,2026-01-04 12:00:00+00:00,MACH-03-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000122,2026-01-04 12:00:00+00:00,MACH-02-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000090,2026-01-03 12:00:00+00:00,MACH-02-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000138,2026-01-04 12:00:00+00:00,MACH-03-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000120,2026-01-04 12:00:00+00:00,MACH-01-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000123,2026-01-04 02:00:00+00:00,MACH-02-01-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000139,2026-01-04 02:00:00+00:00,MACH-03-02-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000089,2026-01-03 02:00:00+00:00,MACH-02-01-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,recent_critical_breach
EH-000121,2026-01-04 02:00:00+00:00,MACH-02-01-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,repeated_warning_breaches
EH-000137,2026-01-04 02:00:00+00:00,MACH-03-01-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000084,2026-01-03 12:00:00+00:00,MACH-01-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000054,2026-01-02 12:00:00+00:00,MACH-02-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000098,2026-01-03 12:00:00+00:00,MACH-03-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000080,2026-01-03 12:00:00+00:00,MACH-01-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000046,2026-01-02 12:00:00+00:00,MACH-01-02-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000096,2026-01-03 12:00:00+00:00,MACH-02-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000078,2026-01-03 12:00:00+00:00,MACH-01-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000094,2026-01-03 12:00:00+00:00,MACH-02-02-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000076,2026-01-03 12:00:00+00:00,MACH-01-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000079,2026-01-03 02:00:00+00:00,MACH-01-02-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000045,2026-01-02 02:00:00+00:00,MACH-01-02-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000095,2026-01-03 02:00:00+00:00,MACH-02-02-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000072,2026-01-02 12:00:00+00:00,MACH-03-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000088,2026-01-03 12:00:00+00:00,MACH-02-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000093,2026-01-03 02:00:00+00:00,MACH-02-02-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000075,2026-01-03 02:00:00+00:00,MACH-01-01-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000104,2026-01-03 12:00:00+00:00,MACH-03-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000086,2026-01-03 12:00:00+00:00,MACH-02-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000102,2026-01-03 12:00:00+00:00,MACH-03-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000071,2026-01-02 02:00:00+00:00,MACH-03-02-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000087,2026-01-03 02:00:00+00:00,MACH-02-01-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000002,2026-01-01 12:00:00+00:00,MACH-01-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000018,2026-01-01 12:00:00+00:00,MACH-02-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000103,2026-01-03 02:00:00+00:00,MACH-03-02-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000050,2026-01-02 12:00:00+00:00,MACH-02-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000028,2026-01-01 12:00:00+00:00,MACH-03-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000066,2026-01-02 12:00:00+00:00,MACH-03-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000056,2026-01-02 12:00:00+00:00,MACH-02-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000048,2026-01-02 12:00:00+00:00,MACH-01-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000017,2026-01-01 02:00:00+00:00,MACH-02-01-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000001,2026-01-01 02:00:00+00:00,MACH-01-01-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000067,2026-01-02 02:00:00+00:00,MACH-03-02-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000062,2026-01-02 12:00:00+00:00,MACH-03-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000044,2026-01-02 12:00:00+00:00,MACH-01-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000060,2026-01-02 12:00:00+00:00,MACH-02-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000042,2026-01-02 12:00:00+00:00,MACH-01-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000055,2026-01-02 02:00:00+00:00,MACH-02-02-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000058,2026-01-02 12:00:00+00:00,MACH-02-02-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000040,2026-01-02 12:00:00+00:00,MACH-01-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000043,2026-01-02 02:00:00+00:00,MACH-01-02-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000059,2026-01-02 02:00:00+00:00,MACH-02-02-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000041,2026-01-02 02:00:00+00:00,MACH-01-01-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000070,2026-01-02 12:00:00+00:00,MACH-03-02-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000052,2026-01-02 12:00:00+00:00,MACH-02-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000010,2026-01-01 12:00:00+00:00,MACH-01-02-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000068,2026-01-02 12:00:00+00:00,MACH-03-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000039,2026-01-02 02:00:00+00:00,MACH-01-01-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000069,2026-01-02 02:00:00+00:00,MACH-03-02-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000051,2026-01-02 02:00:00+00:00,MACH-02-01-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000020,2026-01-01 12:00:00+00:00,MACH-02-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000009,2026-01-01 02:00:00+00:00,MACH-01-02-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000016,2026-01-01 12:00:00+00:00,MACH-02-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000032,2026-01-01 12:00:00+00:00,MACH-03-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000014,2026-01-01 12:00:00+00:00,MACH-02-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000030,2026-01-01 12:00:00+00:00,MACH-03-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000012,2026-01-01 12:00:00+00:00,MACH-01-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000008,2026-01-01 12:00:00+00:00,MACH-01-02-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000026,2026-01-01 12:00:00+00:00,MACH-03-01-01,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000013,2026-01-01 02:00:00+00:00,MACH-02-01-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000029,2026-01-01 02:00:00+00:00,MACH-03-01-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000024,2026-01-01 12:00:00+00:00,MACH-02-02-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000011,2026-01-01 02:00:00+00:00,MACH-01-02-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000006,2026-01-01 12:00:00+00:00,MACH-01-01-03,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000022,2026-01-01 12:00:00+00:00,MACH-02-02-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000004,2026-01-01 12:00:00+00:00,MACH-01-01-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000025,2026-01-01 02:00:00+00:00,MACH-03-01-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000007,2026-01-01 02:00:00+00:00,MACH-01-02-01,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000023,2026-01-01 02:00:00+00:00,MACH-02-02-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000034,2026-01-01 12:00:00+00:00,MACH-03-02-02,temperature,celsius,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000005,2026-01-01 02:00:00+00:00,MACH-01-01-03,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000021,2026-01-01 02:00:00+00:00,MACH-02-02-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
EH-000003,2026-01-01 02:00:00+00:00,MACH-01-01-02,vibration,mm_s,insufficient_history,0.000000,0.000000,False,insufficient_history
