critical_threshold,degradation_index,line_id,machine_id,maintenance_state,measurement,measurement_unit,operating_mode,plant_id,runtime_hours,sensor_event_id,sensor_id,sensor_type,service_hours_since_maintenance,threshold_status,timestamp,warning_threshold,event_timestamp,event_date,production_line_id,sensor_value,source_threshold_status,distance_from_warning_threshold,distance_from_critical_threshold,normalised_distance_to_nearest_threshold,warning_breach_flag,critical_breach_flag,near_warning_flag,near_critical_flag,near_threshold_flag,calculated_threshold_status,threshold_consistency_flag,threshold_breach_direction,threshold_margin_percentage,threshold_breach_component_score,recent_downtime_minutes,recent_produced_quantity,recent_rejected_quantity,recent_production_event_count,recent_reject_rate,quality_check_count_for_machine,quality_failure_count_for_machine,quality_alert_count_for_machine,service_interval_proxy_hours,service_overdue_indicator,utilisation_intensity,rolling_mean_3,rolling_max_3,rolling_std_3,rolling_mean_7,rolling_max_7,rolling_std_7,degradation_slope,degradation_status,degradation_signal_flag,degradation_score,degradation_reason,robust_zscore,robust_zscore_abs,robust_zscore_threshold,robust_zscore_anomaly_flag,robust_zscore_status,robust_zscore_score_0_100,isolation_forest_score,isolation_forest_score_0_100,isolation_forest_anomaly_flag,isolation_forest_status,isolation_forest_contamination,isolation_forest_score_interpretation,combined_anomaly_flag,anomaly_score_0_100,maintenance_run_id,near_threshold_component_score,anomaly_component_score,runtime_risk_score,maintenance_state_risk_score,production_context_score,quality_context_score,failure_risk_score,equipment_health_score,risk_level,maintenance_priority,risk_level_sort,recommended_action,recommendation_reason,synthetic_data_flag
90,0.716300,LINE-02-01,MACH-02-01-03,normal,64.463000,celsius,production,PLANT-02,153.210000,EH-000342,SENS-MACH-02-01-03-TEMPERATURE,temperature,190,normal,2026-01-10 12:00:00+00:00,78.000000,2026-01-10 12:00:00+00:00,2026-01-10,LINE-02-01,64.463000,normal,13.537000,25.537000,1.128083,False,False,False,False,False,normal,True,none,17.355128,0.000000,10.000000,220.000000,5.000000,2.000000,0.022727,28,9,10,120.000000,True,0.704349,65.092333,67.181000,1.515282,64.862143,67.181000,1.236657,0.018321,calculated,False,14.545857,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,73.660152,0.000000,14.015152,100.000000,14.658952,85.341048,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.586600,LINE-01-02,MACH-01-02-01,normal,4.693000,mm_s,standby,PLANT-01,161.350000,EH-000367,SENS-MACH-01-02-01-VIBRATION,vibration,210,normal,2026-01-11 02:00:00+00:00,6.500000,2026-01-11 02:00:00+00:00,2026-01-11,LINE-01-02,4.693000,normal,1.807000,3.307000,1.204667,False,False,False,False,False,normal,True,none,27.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.741771,4.776667,5.668000,0.696132,4.839143,6.762000,1.011629,0.109536,calculated,False,13.046429,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,80.128647,0.000000,0.000000,0.000000,14.628583,85.371417,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.742900,LINE-03-02,MACH-03-02-03,normal,66.859000,celsius,production,PLANT-03,120.080000,EH-000288,SENS-MACH-03-02-03-TEMPERATURE,temperature,180,normal,2026-01-08 12:00:00+00:00,78.000000,2026-01-08 12:00:00+00:00,2026-01-08,LINE-03-02,66.859000,normal,11.141000,23.141000,0.928417,False,False,False,False,False,normal,True,none,14.283333,0.000000,15.000000,234.000000,1.000000,2.000000,0.004274,28,10,11,120.000000,True,0.552041,66.057000,66.859000,0.846075,65.486714,66.859000,1.390078,0.446071,calculated,False,20.210857,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,65.750013,0.000000,13.568376,100.000000,14.583092,85.416908,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.717900,LINE-03-01,MACH-03-01-02,normal,64.609000,celsius,production,PLANT-03,137.090000,EH-000316,SENS-MACH-03-01-02-TEMPERATURE,temperature,186,normal,2026-01-09 12:00:00+00:00,78.000000,2026-01-09 12:00:00+00:00,2026-01-09,LINE-03-01,64.609000,normal,13.391000,25.391000,1.115917,False,False,False,False,False,normal,True,none,17.167949,0.000000,20.000000,198.000000,5.000000,2.000000,0.025253,28,0,5,120.000000,True,0.630241,65.729333,66.321000,0.792613,65.744286,67.338000,1.302441,-0.190357,calculated,False,14.358000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,70.034622,0.000000,22.979798,100.000000,14.525783,85.474217,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.640000,LINE-02-02,MACH-02-02-01,normal,5.120000,mm_s,standby,PLANT-02,129.450000,EH-000307,SENS-MACH-02-02-01-VIBRATION,vibration,177,normal,2026-01-09 02:00:00+00:00,6.500000,2026-01-09 02:00:00+00:00,2026-01-09,LINE-02-02,5.120000,normal,1.380000,2.880000,0.920000,False,False,False,False,False,normal,True,none,21.230769,0.000000,40.000000,204.000000,5.000000,2.000000,0.024510,28,5,7,120.000000,True,0.595118,5.871333,7.122000,0.890319,6.381000,7.448000,0.802806,-0.268286,calculated,False,12.800000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,66.483881,0.000000,39.460784,100.000000,14.505621,85.494379,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.735900,LINE-03-01,MACH-03-01-01,normal,66.231000,celsius,production,PLANT-03,152.920000,EH-000350,SENS-MACH-03-01-01-TEMPERATURE,temperature,198,normal,2026-01-10 12:00:00+00:00,78.000000,2026-01-10 12:00:00+00:00,2026-01-10,LINE-03-01,66.231000,normal,11.769000,23.769000,0.980750,False,False,False,False,False,normal,True,none,15.088462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.703016,65.828333,67.056000,1.201012,65.564143,67.056000,1.099478,0.081179,calculated,False,15.692143,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,75.676982,0.000000,0.000000,0.000000,14.489976,85.510024,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.740600,LINE-01-01,MACH-01-01-01,normal,66.657000,celsius,production,PLANT-01,121.090000,EH-000254,SENS-MACH-01-01-01-TEMPERATURE,temperature,180,normal,2026-01-08 12:00:00+00:00,78.000000,2026-01-08 12:00:00+00:00,2026-01-08,LINE-01-01,66.657000,normal,11.343000,23.343000,0.945250,False,False,False,False,False,normal,True,none,14.542308,0.000000,25.000000,203.000000,9.000000,2.000000,0.044335,28,2,3,120.000000,True,0.556684,65.757333,66.657000,0.765512,65.719714,66.657000,0.566448,0.013857,calculated,False,14.978286,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,65.912527,0.000000,31.917077,60.000000,14.478390,85.521610,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.715600,LINE-03-02,MACH-03-02-01,normal,64.403000,celsius,production,PLANT-03,153.360000,EH-000356,SENS-MACH-03-02-01-TEMPERATURE,temperature,204,normal,2026-01-10 12:00:00+00:00,78.000000,2026-01-10 12:00:00+00:00,2026-01-10,LINE-03-02,64.403000,normal,13.597000,25.597000,1.133083,False,False,False,False,False,normal,True,none,17.432051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.705039,65.221000,66.020000,0.660274,68.762000,90.930000,9.091542,-0.956679,calculated,False,14.312000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,77.295399,0.000000,0.000000,0.000000,14.456710,85.543290,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.724700,LINE-02-01,MACH-02-01-01,normal,65.221000,celsius,production,PLANT-02,152.460000,EH-000338,SENS-MACH-02-01-01-TEMPERATURE,temperature,203,normal,2026-01-10 12:00:00+00:00,78.000000,2026-01-10 12:00:00+00:00,2026-01-10,LINE-02-01,65.221000,normal,12.779000,24.779000,1.064917,False,False,False,False,False,normal,True,none,16.383333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.700901,65.600000,67.037000,1.053245,65.505286,67.174000,1.219247,-0.175929,calculated,False,14.494000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,76.892648,0.000000,0.000000,0.000000,14.432697,85.567303,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.483300,LINE-03-01,MACH-03-01-03,normal,3.866000,mm_s,standby,PLANT-03,176.670000,EH-000425,SENS-MACH-03-01-03-VIBRATION,vibration,212,normal,2026-01-12 02:00:00+00:00,6.500000,2026-01-12 02:00:00+00:00,2026-01-12,LINE-03-01,3.866000,normal,2.634000,4.134000,1.756000,False,False,False,False,False,normal,True,none,40.523077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.812201,4.336000,5.246000,0.643584,5.163714,7.252000,1.206022,-0.323929,calculated,False,9.666000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,83.109581,0.000000,0.000000,0.000000,14.399637,85.600363,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.730600,LINE-02-02,MACH-02-02-01,normal,65.757000,celsius,production,PLANT-02,153.020000,EH-000344,SENS-MACH-02-02-01-TEMPERATURE,temperature,192,normal,2026-01-10 12:00:00+00:00,78.000000,2026-01-10 12:00:00+00:00,2026-01-10,LINE-02-02,65.757000,normal,12.243000,24.243000,1.020250,False,False,False,False,False,normal,True,none,15.696154,0.000000,0.000000,212.000000,6.000000,2.000000,0.028302,28,5,7,120.000000,True,0.703476,65.399667,65.757000,0.472501,65.688000,66.692000,0.534721,-0.163464,calculated,False,14.612000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,74.145454,0.000000,7.075472,100.000000,14.397992,85.602008,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.725200,LINE-01-02,MACH-01-02-03,normal,65.269000,celsius,production,PLANT-01,152.830000,EH-000336,SENS-MACH-01-02-03-TEMPERATURE,temperature,201,normal,2026-01-10 12:00:00+00:00,78.000000,2026-01-10 12:00:00+00:00,2026-01-10,LINE-01-02,65.269000,normal,12.731000,24.731000,1.060917,False,False,False,False,False,normal,True,none,16.321795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.702602,64.755333,65.269000,0.537048,64.930857,67.283000,1.090121,-0.059179,calculated,False,14.504000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,76.436310,0.000000,0.000000,0.000000,14.366247,85.633753,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.733100,LINE-01-01,MACH-01-01-02,normal,65.978000,celsius,production,PLANT-01,152.320000,EH-000328,SENS-MACH-01-01-02-TEMPERATURE,temperature,193,normal,2026-01-10 12:00:00+00:00,78.000000,2026-01-10 12:00:00+00:00,2026-01-10,LINE-01-01,65.978000,normal,12.022000,24.022000,1.001833,False,False,False,False,False,normal,True,none,15.412821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.700257,65.277333,65.978000,0.611513,65.015000,65.978000,0.877626,0.110357,calculated,False,15.986286,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,74.290757,0.000000,0.000000,0.000000,14.340871,85.659129,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.438500,LINE-02-01,MACH-02-01-02,normal,3.508000,mm_s,standby,PLANT-02,176.430000,EH-000411,SENS-MACH-02-01-02-VIBRATION,vibration,215,normal,2026-01-12 02:00:00+00:00,6.500000,2026-01-12 02:00:00+00:00,2026-01-12,LINE-02-01,3.508000,normal,2.992000,4.492000,1.994667,False,False,False,False,False,normal,True,none,46.030769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.811098,4.901000,6.244000,1.117527,5.523429,6.244000,0.921279,-0.342000,calculated,False,8.770000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,83.844773,0.000000,0.000000,0.000000,14.330716,85.669284,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.649200,LINE-02-01,MACH-02-01-01,normal,5.194000,mm_s,standby,PLANT-02,65.250000,EH-000157,SENS-MACH-02-01-01-VIBRATION,vibration,132,normal,2026-01-05 02:00:00+00:00,6.500000,2026-01-05 02:00:00+00:00,2026-01-05,LINE-02-01,5.194000,normal,1.306000,2.806000,0.870667,False,False,False,False,False,normal,True,none,20.092308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.299972,5.646000,7.284000,1.196376,5.563400,7.284000,1.414689,0.021200,calculated,False,38.238400,sensor_trend_moving_toward_risk; repeated_warning_breaches,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,44.546654,0.000000,0.000000,0.000000,14.329678,85.670322,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
90,0.736900,LINE-03-02,MACH-03-02-03,normal,66.321000,celsius,production,PLANT-03,136.060000,EH-000324,SENS-MACH-03-02-03-TEMPERATURE,temperature,177,normal,2026-01-09 12:00:00+00:00,78.000000,2026-01-09 12:00:00+00:00,2026-01-09,LINE-03-02,66.321000,normal,11.679000,23.679000,0.973250,False,False,False,False,False,normal,True,none,14.973077,0.000000,10.000000,188.000000,4.000000,2.000000,0.021277,28,10,11,120.000000,True,0.625506,66.022333,66.859000,0.832305,65.910429,66.859000,1.096834,0.230929,calculated,False,17.509143,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,67.547461,0.000000,13.652482,100.000000,14.316572,85.683428,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.690600,LINE-01-01,MACH-01-01-01,normal,5.525000,mm_s,standby,PLANT-01,144.560000,EH-000325,SENS-MACH-01-01-01-VIBRATION,vibration,190,normal,2026-01-10 02:00:00+00:00,6.500000,2026-01-10 02:00:00+00:00,2026-01-10,LINE-01-01,5.525000,normal,0.975000,2.475000,0.650000,False,False,False,False,False,normal,True,none,15.000000,0.000000,10.000000,197.000000,4.000000,2.000000,0.020305,28,2,3,120.000000,True,0.664583,5.811333,7.189000,1.028099,6.242000,7.354000,0.956745,-0.243679,calculated,False,13.812000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,72.268326,0.000000,13.409475,60.000000,14.273123,85.726877,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.741200,LINE-03-02,MACH-03-02-02,normal,5.930000,mm_s,standby,PLANT-03,0.520000,EH-000033,SENS-MACH-03-02-02-VIBRATION,vibration,96,normal,2026-01-01 02:00:00+00:00,6.500000,2026-01-01 02:00:00+00:00,2026-01-01,LINE-03-02,5.930000,normal,0.570000,2.070000,0.380000,False,False,True,False,True,normal,True,none,8.769231,35.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,False,0.002391,5.930000,5.930000,0.000000,5.930000,5.930000,0.000000,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,35.000000,0.000000,24.845575,0.000000,0.000000,0.000000,14.226836,85.773164,low,low,3,monitor_near_threshold_sensor,sensor value is near a configured threshold,True
90,0.721400,LINE-01-02,MACH-01-02-01,normal,64.922000,celsius,production,PLANT-01,153.180000,EH-000332,SENS-MACH-01-02-01-TEMPERATURE,temperature,197,normal,2026-01-10 12:00:00+00:00,78.000000,2026-01-10 12:00:00+00:00,2026-01-10,LINE-01-02,64.922000,normal,13.078000,25.078000,1.089833,False,False,False,False,False,normal,True,none,16.766667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.704211,65.569000,66.006000,0.466790,65.507714,66.166000,0.550034,0.003286,calculated,False,14.467429,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,75.460881,0.000000,0.000000,0.000000,14.212618,85.787382,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.724500,LINE-02-02,MACH-02-02-03,normal,65.209000,celsius,production,PLANT-02,153.920000,EH-000348,SENS-MACH-02-02-03-TEMPERATURE,temperature,196,normal,2026-01-10 12:00:00+00:00,78.000000,2026-01-10 12:00:00+00:00,2026-01-10,LINE-02-02,65.209000,normal,12.791000,24.791000,1.065917,False,False,False,False,False,normal,True,none,16.398718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.707613,65.226333,66.158000,0.753726,65.777429,67.258000,1.072892,-0.299750,calculated,False,14.490000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,75.322014,0.000000,0.000000,0.000000,14.196302,85.803698,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.802700,LINE-02-01,MACH-02-01-02,normal,6.422000,mm_s,standby,PLANT-02,0.620000,EH-000015,SENS-MACH-02-01-02-VIBRATION,vibration,95,normal,2026-01-01 02:00:00+00:00,6.500000,2026-01-01 02:00:00+00:00,2026-01-01,LINE-02-01,6.422000,normal,0.078000,1.578000,0.052000,False,False,True,False,True,normal,True,none,1.200000,35.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,False,0.002850,6.422000,6.422000,0.000000,6.422000,6.422000,0.000000,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,35.000000,0.000000,24.603729,0.000000,0.000000,0.000000,14.190559,85.809441,low,low,3,monitor_near_threshold_sensor,sensor value is near a configured threshold,True
8,0.708500,LINE-01-02,MACH-01-02-01,normal,5.668000,mm_s,standby,PLANT-01,144.620000,EH-000331,SENS-MACH-01-02-01-VIBRATION,vibration,196,normal,2026-01-10 02:00:00+00:00,6.500000,2026-01-10 02:00:00+00:00,2026-01-10,LINE-01-02,5.668000,normal,0.832000,2.332000,0.554667,False,False,False,False,False,normal,True,none,12.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.664858,5.466333,6.762000,1.149120,4.880857,6.762000,1.010763,0.114786,calculated,False,15.547429,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,73.825600,0.000000,0.000000,0.000000,14.183326,85.816674,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.737400,LINE-02-02,MACH-02-02-02,normal,66.366000,celsius,production,PLANT-02,153.810000,EH-000346,SENS-MACH-02-02-02-TEMPERATURE,temperature,194,normal,2026-01-10 12:00:00+00:00,78.000000,2026-01-10 12:00:00+00:00,2026-01-10,LINE-02-02,66.366000,normal,11.634000,23.634000,0.969500,False,False,False,False,False,normal,True,none,14.915385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.707107,65.212333,66.366000,0.843868,65.430571,66.404000,0.819437,-0.036893,calculated,False,14.748000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,74.788441,0.000000,0.000000,0.000000,14.167866,85.832134,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.809400,LINE-03-02,MACH-03-02-01,normal,6.475000,mm_s,standby,PLANT-03,0.500000,EH-000031,SENS-MACH-03-02-01-VIBRATION,vibration,94,normal,2026-01-01 02:00:00+00:00,6.500000,2026-01-01 02:00:00+00:00,2026-01-01,LINE-03-02,6.475000,normal,0.025000,1.525000,0.016667,False,False,True,False,True,normal,True,none,0.384615,35.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,False,0.002299,6.475000,6.475000,0.000000,6.475000,6.475000,0.000000,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,35.000000,0.000000,24.326484,0.000000,0.000000,0.000000,14.148973,85.851027,low,low,3,monitor_near_threshold_sensor,sensor value is near a configured threshold,True
8,0.561500,LINE-02-02,MACH-02-02-02,normal,4.492000,mm_s,standby,PLANT-02,161.000000,EH-000381,SENS-MACH-02-02-02-VIBRATION,vibration,207,normal,2026-01-11 02:00:00+00:00,6.500000,2026-01-11 02:00:00+00:00,2026-01-11,LINE-02-02,4.492000,normal,2.008000,3.508000,1.338667,False,False,False,False,False,normal,True,none,30.892308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.740162,5.507667,7.137000,1.163743,5.651286,7.284000,1.117302,-0.126286,calculated,False,11.230000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,79.298521,0.000000,0.000000,0.000000,14.140778,85.859222,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.487000,LINE-03-01,MACH-03-01-03,normal,3.896000,mm_s,standby,PLANT-03,160.490000,EH-000389,SENS-MACH-03-01-03-VIBRATION,vibration,215,normal,2026-01-11 02:00:00+00:00,6.500000,2026-01-11 02:00:00+00:00,2026-01-11,LINE-03-01,3.896000,normal,2.604000,4.104000,1.736000,False,False,False,False,False,normal,True,none,40.061538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.737817,5.464667,7.252000,1.378779,5.562429,7.252000,1.171961,-0.298536,calculated,False,9.740000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,81.279952,0.000000,0.000000,0.000000,14.139993,85.860007,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.618900,LINE-02-01,MACH-02-01-02,normal,4.951000,mm_s,standby,PLANT-02,160.790000,EH-000375,SENS-MACH-02-01-02-VIBRATION,vibration,201,normal,2026-01-11 02:00:00+00:00,6.500000,2026-01-11 02:00:00+00:00,2026-01-11,LINE-02-01,4.951000,normal,1.549000,3.049000,1.032667,False,False,False,False,False,normal,True,none,23.830769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.739196,5.678000,6.244000,0.540002,6.299286,8.939000,1.154605,-0.420036,calculated,False,12.378000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,77.717112,0.000000,0.000000,0.000000,14.133167,85.866833,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.746800,LINE-01-01,MACH-01-01-03,normal,67.209000,celsius,production,PLANT-01,136.090000,EH-000294,SENS-MACH-01-01-03-TEMPERATURE,temperature,181,normal,2026-01-09 12:00:00+00:00,78.000000,2026-01-09 12:00:00+00:00,2026-01-09,LINE-01-01,67.209000,normal,10.791000,22.791000,0.899250,False,False,False,False,False,normal,True,none,13.834615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.625644,66.768333,67.209000,0.484256,66.014429,67.209000,1.104955,0.316929,calculated,False,18.739143,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,68.584035,0.000000,0.000000,0.000000,14.035434,85.964566,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
