inspection_id,inspection_timestamp,plant_id,line_id,machine_id,batch_id,product_id,quality_metric,sample_size,defective_units,measured_value,lower_specification_limit,upper_specification_limit,inspection_result,defect_category,severity,inspection_date,production_line_id,measurement_unit,specification_center,specification_range,distance_from_lower_limit,distance_from_upper_limit,normalised_distance_to_nearest_limit,within_specification_flag,below_lower_limit_flag,above_upper_limit_flag,near_limit_flag,warning_limit_flag,specification_failure_direction,specification_margin_percentage,source_inspection_result,calculated_specification_result,specification_consistency_flag,defective_unit_rate,event_id,event_timestamp,produced_quantity,accepted_quantity,rejected_quantity,cycle_time_seconds,target_cycle_time_seconds,downtime_duration_minutes,operating_status,production_yield,first_pass_yield_proxy,first_pass_yield_method,scrap_rate,cycle_time_ratio,baseline_observation_count,center_line,process_standard_deviation,upper_control_limit,lower_control_limit,point_deviation_from_center,outside_control_limit_flag,baseline_method,control_chart_status,spc_rule_codes,spc_signal_flag,spc_triggering_window,spc_evaluation_status,robust_zscore,robust_zscore_abs,robust_zscore_threshold,robust_zscore_anomaly_flag,robust_zscore_status,robust_zscore_score_0_100,isolation_forest_score,isolation_forest_score_0_100,isolation_forest_anomaly_flag,isolation_forest_status,isolation_forest_contamination,isolation_forest_score_interpretation,combined_anomaly_flag,anomaly_score_0_100,quality_run_id,synthetic_data_flag,specification_failure_component_score,near_limit_component_score,spc_signal_component_score,anomaly_component_score,defect_severity_component_score,defective_unit_rate_component_score,recurrence_component_score,quality_risk_score,risk_level,investigation_priority,risk_level_sort,recommended_action,recommendation_reason
QC-000027-1,2026-01-03 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260103-LINE0201-1,PROD-006,diameter_mm,20,0,10.122000,9.500000,10.500000,pass,,none,2026-01-03,LINE-02-01,mm,10.000000,1.000000,0.622000,0.378000,0.378000,True,False,False,False,False,,37.800000,pass,pass,True,0.000000,PE-000027,2026-01-03 06:00:00+00:00,122,119,3,51.170000,48,5,running,0.975410,0.975410,accepted_quantity_over_produced_quantity_proxy,0.024590,1.066042,4,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.230670,90.338892,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.338892,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,90.338892,0.000000,0.000000,20.000000,18.067778,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000073-1,2026-01-07 06:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260107-LINE0101-1,PROD-008,surface_finish_ra,20,0,0.840000,0.200000,1.600000,pass,,none,2026-01-07,LINE-01-01,ra,0.900000,1.400000,0.640000,0.760000,0.457143,True,False,False,False,False,,45.714286,pass,pass,True,0.000000,PE-000073,2026-01-07 06:00:00+00:00,101,96,5,60.580000,60,5,running,0.950495,0.950495,accepted_quantity_over_produced_quantity_proxy,0.049505,1.009667,12,0.842500,0.321236,1.806207,-0.121207,-0.002500,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.210287,90.250961,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.250961,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,90.250961,0.000000,0.000000,0.000000,18.050192,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000069-1,2026-01-06 14:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260106-LINE0201-2,PROD-003,diameter_mm,20,0,9.853000,9.500000,10.500000,pass,,none,2026-01-06,LINE-02-01,mm,10.000000,1.000000,0.353000,0.647000,0.353000,True,False,False,False,False,,35.300000,pass,pass,True,0.000000,PE-000069,2026-01-06 14:00:00+00:00,100,98,2,68.840000,60,5,running,0.980000,0.980000,accepted_quantity_over_produced_quantity_proxy,0.020000,1.147333,11,9.813364,0.801090,12.216633,7.410094,0.039636,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.230122,90.124349,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.124349,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,90.124349,0.000000,0.000000,60.000000,18.024870,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000082-1,2026-01-07 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260107-LINE0202-2,PROD-001,surface_finish_ra,20,0,0.424000,0.200000,1.600000,pass,,none,2026-01-07,LINE-02-02,ra,0.900000,1.400000,0.224000,1.176000,0.160000,True,False,False,False,False,,16.000000,pass,pass,True,0.000000,PE-000082,2026-01-07 14:00:00+00:00,111,109,2,50.380000,48,15,running,0.981982,0.981982,accepted_quantity_over_produced_quantity_proxy,0.018018,1.049583,13,0.533769,0.759505,2.812284,-1.744746,-0.109769,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.208188,90.078779,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.078779,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,90.078779,0.000000,0.000000,60.000000,18.015756,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000126-1,2026-01-11 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260111-LINE0302-1,PROD-001,diameter_mm,20,0,9.988000,9.500000,10.500000,pass,,none,2026-01-11,LINE-03-02,mm,10.000000,1.000000,0.488000,0.512000,0.488000,True,False,False,False,False,,48.800000,pass,pass,True,0.000000,PE-000126,2026-01-11 06:00:00+00:00,95,93,2,52.360000,48,15,running,0.978947,0.978947,accepted_quantity_over_produced_quantity_proxy,0.021053,1.090833,20,10.111700,0.558171,11.786213,8.437187,-0.123700,False,expanding_prior_observations,calculated,,False,,calculated,-0.057663,0.057663,3.500000,False,calculated,1.647501,-0.170927,89.687378,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,89.687378,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,89.687378,0.000000,0.000000,100.000000,17.937476,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000118-1,2026-01-10 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260110-LINE0202-2,PROD-008,surface_finish_ra,20,0,1.003000,0.200000,1.600000,pass,,none,2026-01-10,LINE-02-02,ra,0.900000,1.400000,0.803000,0.597000,0.426429,True,False,False,False,False,,42.642857,pass,pass,True,0.000000,PE-000118,2026-01-10 14:00:00+00:00,120,115,5,55.450000,60,0,running,0.958333,0.958333,accepted_quantity_over_produced_quantity_proxy,0.041667,0.924167,19,0.687684,0.737538,2.900299,-1.524930,0.315316,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.206716,89.441627,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,89.441627,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,89.441627,0.000000,0.000000,80.000000,17.888325,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000102-1,2026-01-09 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260109-LINE0302-1,PROD-007,diameter_mm,20,0,10.315000,9.500000,10.500000,pass,,none,2026-01-09,LINE-03-02,mm,10.000000,1.000000,0.815000,0.185000,0.185000,True,False,False,False,False,,18.500000,pass,pass,True,0.000000,PE-000102,2026-01-09 06:00:00+00:00,110,108,2,60.890000,54,5,running,0.981818,0.981818,accepted_quantity_over_produced_quantity_proxy,0.018182,1.127593,16,10.158312,0.542041,11.784437,8.532188,0.156688,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.169949,89.174024,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,89.174024,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,89.174024,0.000000,0.000000,100.000000,17.834805,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000022-1,2026-01-02 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260102-LINE0202-2,PROD-008,surface_finish_ra,20,0,1.314000,0.200000,1.600000,pass,,none,2026-01-02,LINE-02-02,ra,0.900000,1.400000,1.114000,0.286000,0.204286,True,False,False,False,False,,20.428571,pass,pass,True,0.000000,PE-000022,2026-01-02 14:00:00+00:00,105,102,3,59.880000,60,0,running,0.971429,0.971429,accepted_quantity_over_produced_quantity_proxy,0.028571,0.998000,3,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.205030,88.712210,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,88.712210,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,88.712210,0.000000,0.000000,20.000000,17.742442,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000124-1,2026-01-11 06:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260111-LINE0202-1,PROD-007,surface_finish_ra,20,0,0.726000,0.200000,1.600000,pass,,none,2026-01-11,LINE-02-02,ra,0.900000,1.400000,0.526000,0.874000,0.375714,True,False,False,False,False,,37.571429,pass,pass,True,0.000000,PE-000124,2026-01-11 06:00:00+00:00,85,83,2,49.860000,54,10,running,0.976471,0.976471,accepted_quantity_over_produced_quantity_proxy,0.023529,0.923333,20,0.703450,0.722141,2.869872,-1.462972,0.022550,False,expanding_prior_observations,calculated,,False,,calculated,-0.203547,0.203547,3.500000,False,calculated,5.815638,-0.204983,88.691816,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,88.691816,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,88.691816,0.000000,0.000000,80.000000,17.738363,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000023-1,2026-01-02 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260102-LINE0301-2,PROD-001,torque_nm,20,0,50.109000,45.000000,55.000000,pass,,none,2026-01-02,LINE-03-01,Nm,50.000000,10.000000,5.109000,4.891000,0.489100,True,False,False,False,False,,48.910000,pass,pass,True,0.000000,PE-000023,2026-01-02 14:00:00+00:00,115,110,5,50.040000,48,25,degraded,0.956522,0.956522,accepted_quantity_over_produced_quantity_proxy,0.043478,1.042500,3,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.127960,88.410897,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,88.410897,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,88.410897,0.000000,0.000000,0.000000,17.682179,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000150-1,2026-01-13 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260113-LINE0302-1,PROD-003,diameter_mm,20,0,10.128000,9.500000,10.500000,pass,,none,2026-01-13,LINE-03-02,mm,10.000000,1.000000,0.628000,0.372000,0.372000,True,False,False,False,False,,37.200000,pass,pass,True,0.000000,PE-000150,2026-01-13 06:00:00+00:00,98,98,0,57.410000,60,0,running,1.000000,1.000000,accepted_quantity_over_produced_quantity_proxy,0.000000,0.956833,24,10.039375,0.682819,12.087832,7.990918,0.088625,False,expanding_prior_observations,calculated,,False,,calculated,0.155111,0.155111,3.500000,False,calculated,4.431757,-0.167451,87.863538,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,87.863538,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,87.863538,0.000000,0.000000,100.000000,17.572708,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000079-1,2026-01-07 14:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260107-LINE0101-2,PROD-006,surface_finish_ra,20,0,0.666000,0.200000,1.600000,pass,,none,2026-01-07,LINE-01-01,ra,0.900000,1.400000,0.466000,0.934000,0.332857,True,False,False,False,False,,33.285714,pass,pass,True,0.000000,PE-000079,2026-01-07 14:00:00+00:00,94,94,0,51.640000,48,0,running,1.000000,1.000000,accepted_quantity_over_produced_quantity_proxy,0.000000,1.075833,13,0.842308,0.308634,1.768209,-0.083594,-0.176308,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.204356,87.705450,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,87.705450,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,87.705450,0.000000,0.000000,0.000000,17.541090,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000105-1,2026-01-09 14:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260109-LINE0201-2,PROD-002,diameter_mm,20,0,10.202000,9.500000,10.500000,pass,,none,2026-01-09,LINE-02-01,mm,10.000000,1.000000,0.702000,0.298000,0.298000,True,False,False,False,False,,29.800000,pass,pass,True,0.000000,PE-000105,2026-01-09 14:00:00+00:00,106,101,5,58.740000,54,0,running,0.952830,0.952830,accepted_quantity_over_produced_quantity_proxy,0.047170,1.087778,17,9.798824,0.658471,11.774236,7.823411,0.403176,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.223634,87.583327,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,87.583327,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,87.583327,0.000000,0.000000,80.000000,17.516665,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000016-1,2026-01-02 06:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260102-LINE0202-1,PROD-002,surface_finish_ra,20,0,0.605000,0.200000,1.600000,pass,,none,2026-01-02,LINE-02-02,ra,0.900000,1.400000,0.405000,0.995000,0.289286,True,False,False,False,False,,28.928571,pass,pass,True,0.000000,PE-000016,2026-01-02 06:00:00+00:00,122,119,3,50.650000,54,0,running,0.975410,0.975410,accepted_quantity_over_produced_quantity_proxy,0.024590,0.937963,2,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.202342,87.549327,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,87.549327,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,87.549327,0.000000,0.000000,20.000000,17.509865,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000046-1,2026-01-04 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260104-LINE0202-2,PROD-002,surface_finish_ra,20,0,1.008000,0.200000,1.600000,pass,,none,2026-01-04,LINE-02-02,ra,0.900000,1.400000,0.808000,0.592000,0.422857,True,False,False,False,False,,42.285714,pass,pass,True,0.000000,PE-000046,2026-01-04 14:00:00+00:00,109,106,3,58.650000,54,25,degraded,0.972477,0.972477,accepted_quantity_over_produced_quantity_proxy,0.027523,1.086111,7,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.202016,87.408096,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,87.408096,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,87.408096,0.000000,0.000000,20.000000,17.481619,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000031-1,2026-01-03 14:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260103-LINE0101-2,PROD-002,surface_finish_ra,20,0,0.955000,0.200000,1.600000,pass,,none,2026-01-03,LINE-01-01,ra,0.900000,1.400000,0.755000,0.645000,0.460714,True,False,False,False,False,,46.071429,pass,pass,True,0.000000,PE-000031,2026-01-03 14:00:00+00:00,97,92,5,58.820000,54,40,degraded,0.948454,0.948454,accepted_quantity_over_produced_quantity_proxy,0.051546,1.089259,5,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.203104,87.168076,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,87.168076,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,87.168076,0.000000,0.000000,0.000000,17.433615,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000119-1,2026-01-10 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260110-LINE0301-2,PROD-001,torque_nm,20,0,50.175000,45.000000,55.000000,pass,,none,2026-01-10,LINE-03-01,Nm,50.000000,10.000000,5.175000,4.825000,0.482500,True,False,False,False,False,,48.250000,pass,pass,True,0.000000,PE-000119,2026-01-10 14:00:00+00:00,108,106,2,53.670000,48,10,running,0.981481,0.981481,accepted_quantity_over_produced_quantity_proxy,0.018519,1.118125,19,50.155947,0.332404,51.153160,49.158735,0.019053,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.123167,85.099110,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,85.099110,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,85.099110,0.000000,0.000000,0.000000,17.019822,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000030-1,2026-01-03 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260103-LINE0302-1,PROD-001,diameter_mm,20,0,10.488000,9.500000,10.500000,pass,,none,2026-01-03,LINE-03-02,mm,10.000000,1.000000,0.988000,0.012000,0.012000,True,False,False,True,True,,1.200000,pass,pass,True,0.000000,PE-000030,2026-01-03 06:00:00+00:00,104,99,5,54.240000,48,5,running,0.951923,0.951923,accepted_quantity_over_produced_quantity_proxy,0.048077,1.130000,4,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.161536,84.759864,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,84.759864,QUALITY-ea15caf8c05763b0,True,0.000000,40.000000,0.000000,84.759864,0.000000,0.000000,20.000000,16.951973,low,low,3,monitor_near_limit_quality_metric,measurement is near a specification limit
QC-000090-1,2026-01-08 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260108-LINE0302-1,PROD-002,diameter_mm,20,0,10.254000,9.500000,10.500000,pass,,none,2026-01-08,LINE-03-02,mm,10.000000,1.000000,0.754000,0.246000,0.246000,True,False,False,False,False,,24.600000,pass,pass,True,0.000000,PE-000090,2026-01-08 06:00:00+00:00,105,104,1,60.880000,54,15,running,0.990476,0.990476,accepted_quantity_over_produced_quantity_proxy,0.009524,1.127407,14,10.125643,0.569839,11.835159,8.416127,0.128357,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.161392,84.684045,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,84.684045,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,84.684045,0.000000,0.000000,80.000000,16.936809,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000039-1,2026-01-04 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260104-LINE0201-1,PROD-003,diameter_mm,20,0,10.321000,9.500000,10.500000,pass,,none,2026-01-04,LINE-02-01,mm,10.000000,1.000000,0.821000,0.179000,0.179000,True,False,False,False,False,,17.900000,pass,pass,True,0.000000,PE-000039,2026-01-04 06:00:00+00:00,92,87,5,67.810000,60,40,degraded,0.945652,0.945652,accepted_quantity_over_produced_quantity_proxy,0.054348,1.130167,6,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.215107,84.243729,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,84.243729,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,84.243729,0.000000,0.000000,40.000000,16.848746,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000112-1,2026-01-10 06:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260110-LINE0202-1,PROD-002,surface_finish_ra,20,0,0.969000,0.200000,1.600000,pass,,none,2026-01-10,LINE-02-02,ra,0.900000,1.400000,0.769000,0.631000,0.450714,True,False,False,False,False,,45.071429,pass,pass,True,0.000000,PE-000112,2026-01-10 06:00:00+00:00,92,91,1,52.220000,54,0,running,0.989130,0.989130,accepted_quantity_over_produced_quantity_proxy,0.010870,0.967037,18,0.672056,0.754680,2.936095,-1.591984,0.296944,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.193825,83.864058,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,83.864058,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,83.864058,0.000000,0.000000,80.000000,16.772812,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000036-1,2026-01-03 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260103-LINE0302-2,PROD-007,diameter_mm,20,0,9.577000,9.500000,10.500000,pass,,none,2026-01-03,LINE-03-02,mm,10.000000,1.000000,0.077000,0.923000,0.077000,True,False,False,False,True,,7.700000,pass,pass,True,0.000000,PE-000036,2026-01-03 14:00:00+00:00,87,79,8,58.670000,54,40,degraded,0.908046,0.908046,accepted_quantity_over_produced_quantity_proxy,0.091954,1.086481,5,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.159786,83.841438,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,83.841438,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,83.841438,0.000000,0.000000,20.000000,16.768288,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000034-1,2026-01-03 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260103-LINE0202-2,PROD-005,surface_finish_ra,20,0,1.269000,0.200000,1.600000,pass,,none,2026-01-03,LINE-02-02,ra,0.900000,1.400000,1.069000,0.331000,0.236429,True,False,False,False,False,,23.642857,pass,pass,True,0.000000,PE-000034,2026-01-03 14:00:00+00:00,117,116,1,40.770000,42,5,running,0.991453,0.991453,accepted_quantity_over_produced_quantity_proxy,0.008547,0.970714,5,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.193537,83.739370,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,83.739370,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,83.739370,0.000000,0.000000,20.000000,16.747874,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000155-1,2026-01-13 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260113-LINE0301-2,PROD-008,torque_nm,20,0,50.359000,45.000000,55.000000,pass,,none,2026-01-13,LINE-03-01,Nm,50.000000,10.000000,5.359000,4.641000,0.464100,True,False,False,False,False,,46.410000,pass,pass,True,0.000000,PE-000155,2026-01-13 14:00:00+00:00,100,98,2,60.960000,60,15,running,0.980000,0.980000,accepted_quantity_over_produced_quantity_proxy,0.020000,1.016000,25,50.061880,0.373759,51.183158,48.940602,0.297120,False,expanding_prior_observations,calculated,,False,,calculated,0.504865,0.504865,3.500000,False,calculated,14.424722,-0.120282,83.105690,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,83.105690,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,83.105690,0.000000,0.000000,0.000000,16.621138,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000015-1,2026-01-02 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260102-LINE0201-1,PROD-001,diameter_mm,20,0,9.560000,9.500000,10.500000,pass,,none,2026-01-02,LINE-02-01,mm,10.000000,1.000000,0.060000,0.940000,0.060000,True,False,False,False,True,,6.000000,pass,pass,True,0.000000,PE-000015,2026-01-02 06:00:00+00:00,109,108,1,48.700000,48,25,degraded,0.990826,0.990826,accepted_quantity_over_produced_quantity_proxy,0.009174,1.014583,2,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.211807,82.951483,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,82.951483,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,82.951483,0.000000,0.000000,0.000000,16.590297,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000135-1,2026-01-12 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260112-LINE0201-1,PROD-003,diameter_mm,20,0,9.935000,9.500000,10.500000,pass,,none,2026-01-12,LINE-02-01,mm,10.000000,1.000000,0.435000,0.565000,0.435000,True,False,False,False,False,,43.500000,pass,pass,True,0.000000,PE-000135,2026-01-12 06:00:00+00:00,114,109,5,66.870000,60,5,running,0.956140,0.956140,accepted_quantity_over_produced_quantity_proxy,0.043860,1.114500,22,9.793273,0.688985,11.860227,7.726319,0.141727,False,expanding_prior_observations,calculated,,False,,calculated,-0.139771,0.139771,3.500000,False,calculated,3.993451,-0.211295,82.750990,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,82.750990,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,82.750990,0.000000,0.000000,100.000000,16.550198,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000075-1,2026-01-07 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260107-LINE0201-1,PROD-002,diameter_mm,20,0,9.670000,9.500000,10.500000,pass,,none,2026-01-07,LINE-02-01,mm,10.000000,1.000000,0.170000,0.830000,0.170000,True,False,False,False,False,,17.000000,pass,pass,True,0.000000,PE-000075,2026-01-07 06:00:00+00:00,93,93,0,62.570000,54,0,running,1.000000,1.000000,accepted_quantity_over_produced_quantity_proxy,0.000000,1.158704,12,9.816667,0.767063,12.117857,7.515477,-0.146667,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.210984,82.629242,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,82.629242,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,82.629242,0.000000,0.000000,60.000000,16.525848,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
